               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  59,            0.065484,             0.19717,            0.031386,             0.52273,             0.35828,             0.36952,             0.19025,            0.062417,             0.15151,            0.025516,           0.0043809,           0.0043809,           0.0043809
                  60,            0.065404,             0.19741,            0.031378,             0.51466,             0.35903,             0.37186,               0.191,            0.062365,             0.15146,            0.025437,           0.0042445,           0.0042445,           0.0042445
                  61,            0.065326,             0.19753,            0.031148,             0.48955,               0.377,             0.37269,             0.19052,            0.062338,             0.15133,            0.025337,           0.0041094,           0.0041094,           0.0041094
                  62,            0.065298,             0.19716,            0.031116,                0.55,             0.35242,              0.3742,             0.19134,            0.062364,             0.15131,            0.025328,           0.0039757,           0.0039757,           0.0039757
                  63,            0.065202,             0.19722,            0.031023,             0.50721,             0.37299,             0.37613,             0.19266,            0.062306,             0.15135,            0.025259,           0.0038434,           0.0038434,           0.0038434
                  64,            0.065032,             0.19638,             0.03083,             0.51449,              0.3688,             0.37605,             0.19294,            0.062278,             0.15126,            0.025135,           0.0037128,           0.0037128,           0.0037128
                  65,            0.064967,             0.19589,            0.030834,             0.52725,             0.36399,             0.37827,             0.19514,            0.062203,             0.15109,            0.025172,            0.003584,            0.003584,            0.003584
                  66,            0.064931,             0.19687,            0.030626,              0.5278,             0.35679,             0.37601,             0.19396,             0.06217,             0.15097,            0.025148,            0.003457,            0.003457,            0.003457
                  67,            0.064813,             0.19612,            0.030499,             0.52274,             0.36841,             0.37833,             0.19398,            0.062227,             0.15105,            0.024969,           0.0033321,           0.0033321,           0.0033321
                  68,            0.064846,             0.19561,            0.030476,             0.50951,             0.37172,             0.37901,             0.19552,            0.062157,             0.15086,            0.024941,           0.0032093,           0.0032093,           0.0032093
                  69,            0.064754,             0.19591,            0.030302,             0.52584,             0.36968,             0.38167,             0.19617,            0.062113,             0.15097,            0.024869,           0.0030888,           0.0030888,           0.0030888
                  70,            0.064628,             0.19588,            0.030172,             0.52162,             0.37104,             0.38033,             0.19572,            0.062084,             0.15095,            0.024813,           0.0029706,           0.0029706,           0.0029706
                  71,            0.064518,             0.19502,            0.030029,             0.50595,              0.3796,             0.38388,             0.19947,            0.062043,             0.15086,            0.024713,            0.002855,            0.002855,            0.002855
                  72,            0.064446,             0.19523,            0.030036,             0.53482,             0.36973,             0.38425,             0.19802,            0.062002,             0.15085,            0.024655,           0.0027419,           0.0027419,           0.0027419
                  73,            0.064386,               0.195,            0.029784,             0.52831,             0.37205,             0.38488,             0.19809,            0.062017,             0.15075,            0.024695,           0.0026316,           0.0026316,           0.0026316
                  74,            0.064327,             0.19536,            0.029793,             0.51021,             0.38092,             0.38589,             0.19905,            0.061998,             0.15074,            0.024679,           0.0025241,           0.0025241,           0.0025241
                  75,            0.064298,             0.19464,            0.029621,             0.53123,             0.37403,             0.38464,             0.19953,            0.061963,             0.15071,             0.02455,           0.0024195,           0.0024195,           0.0024195
                  76,            0.064181,              0.1944,            0.029614,             0.53428,             0.37278,             0.38751,             0.19998,            0.061934,             0.15062,            0.024525,            0.002318,            0.002318,            0.002318
                  77,            0.064121,             0.19432,            0.029405,             0.52901,             0.37786,             0.38672,             0.20055,            0.061864,             0.15064,              0.0245,           0.0022196,           0.0022196,           0.0022196
                  78,            0.064096,             0.19397,            0.029399,             0.54672,             0.36929,             0.38871,             0.20017,            0.061895,             0.15073,            0.024489,           0.0021245,           0.0021245,           0.0021245
                  79,            0.063985,             0.19402,            0.029158,             0.52657,             0.37703,             0.38937,             0.20144,              0.0619,             0.15063,            0.024519,           0.0020327,           0.0020327,           0.0020327
                  80,            0.063901,             0.19362,            0.029101,             0.55363,             0.36533,             0.39044,             0.20145,            0.061875,             0.15057,            0.024462,           0.0019443,           0.0019443,           0.0019443
                  81,            0.063837,             0.19374,            0.029036,             0.54236,             0.36916,             0.39043,             0.20246,            0.061819,             0.15048,            0.024334,           0.0018594,           0.0018594,           0.0018594
                  82,            0.063823,             0.19338,            0.028898,             0.55516,             0.36561,             0.39035,             0.20139,            0.061778,             0.15049,            0.024335,           0.0017781,           0.0017781,           0.0017781
                  83,            0.063731,             0.19295,            0.028816,             0.53651,             0.37369,             0.39059,             0.20232,            0.061761,             0.15031,            0.024384,           0.0017005,           0.0017005,           0.0017005
                  84,            0.063646,             0.19351,            0.028744,             0.56097,             0.36515,             0.39173,             0.20356,            0.061794,             0.15029,            0.024378,           0.0016267,           0.0016267,           0.0016267
                  85,            0.063647,             0.19308,            0.028594,             0.55373,              0.3686,             0.39089,             0.20302,            0.061733,             0.15044,            0.024302,           0.0015566,           0.0015566,           0.0015566
                  86,            0.063608,             0.19263,            0.028564,             0.52607,             0.37977,             0.39258,              0.2049,            0.061762,             0.15028,            0.024246,           0.0014905,           0.0014905,           0.0014905
                  87,            0.063518,             0.19214,            0.028519,             0.54559,             0.37659,             0.39266,             0.20403,            0.061741,             0.15034,            0.024324,           0.0014283,           0.0014283,           0.0014283
                  88,            0.063397,             0.19223,            0.028323,             0.53461,             0.37575,             0.39331,             0.20512,            0.061762,             0.15034,            0.024312,           0.0013701,           0.0013701,           0.0013701
                  89,            0.063343,             0.19231,            0.028272,             0.52843,              0.3825,             0.39409,             0.20618,            0.061661,             0.15041,            0.024259,            0.001316,            0.001316,            0.001316
                  90,            0.063336,             0.19214,            0.028232,             0.51084,             0.39073,             0.39503,             0.20525,            0.061686,             0.15025,            0.024158,            0.001266,            0.001266,            0.001266
                  91,            0.063263,             0.19212,            0.028143,             0.52711,             0.38363,             0.39506,             0.20583,             0.06167,             0.15037,            0.024159,           0.0012202,           0.0012202,           0.0012202
                  92,            0.063261,             0.19157,            0.028121,             0.53231,             0.38629,             0.39516,             0.20494,            0.061668,             0.15019,            0.024121,           0.0011787,           0.0011787,           0.0011787
                  93,            0.063074,             0.19109,             0.02802,             0.55776,             0.36476,              0.3938,             0.20432,            0.061629,             0.15034,            0.024081,           0.0011414,           0.0011414,           0.0011414
                  94,            0.063159,             0.19169,            0.027983,             0.51602,             0.39256,             0.39679,             0.20611,             0.06161,             0.15007,            0.024117,           0.0011084,           0.0011084,           0.0011084
                  95,            0.063118,             0.19149,            0.027907,             0.55002,             0.37566,              0.3976,             0.20579,            0.061587,             0.15002,            0.024009,           0.0010797,           0.0010797,           0.0010797
                  96,            0.063131,             0.19154,            0.027837,             0.52137,             0.39131,             0.39814,             0.20706,            0.061613,              0.1503,               0.024,           0.0010554,           0.0010554,           0.0010554
                  97,            0.063128,             0.19199,            0.027835,             0.54903,             0.38118,             0.39838,             0.20649,            0.061567,             0.15014,            0.024021,           0.0010355,           0.0010355,           0.0010355
                  98,             0.06301,             0.19088,            0.027931,             0.51361,             0.39365,             0.39842,             0.20798,            0.061571,             0.15004,            0.023955,             0.00102,             0.00102,             0.00102
                  99,            0.063069,             0.19109,            0.027791,             0.51839,             0.38804,             0.39738,             0.20618,            0.061571,             0.15016,            0.023982,           0.0010089,           0.0010089,           0.0010089
                  99,            0.063069,             0.19109,            0.027791,             0.55256,             0.36414,             0.39704,             0.21706,            0.061552,             0.15008,            0.023995,           0.0010089,           0.0010089,           0.0010089
